sell_flag,total_price,house_id,title,position_icon,unit_price,deal_house_txt,deal_data,house_info,house_place,page_url
1,92.3,FS0002120798,时代倾城 3室2厅 89平米,中楼层(共15层) 2016年建塔楼,10371,房本满五年,20161024,西南 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002120798.html
1,74.5,FS0001989087,时代倾城 4室2厅 150平米,低楼层(共15层) 2016年建塔楼,4967,,20161024,暂无数据 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001989087.html
1,106,FS0002086915,尚观御园 3室2厅 92平米,中楼层(共13层) 2012年建塔楼,11522,房本满两年,20161024,南 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002086915.html
1,465,FS0001688092,保利花园一期 5室2厅 190平米,高楼层(共26层) 2009年建塔楼,24474,,20161024,东 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001688092.html
1,107,FS0001967758,兴业新村兴雅苑 3室2厅 122.4平米,中楼层(共8层) 2002年建塔楼,8742,房本满五年,20161024,南 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0001967758.html
1,231,FS0002094047,保利中环广场 4室2厅 212平米,高楼层(共36层) 2016年建塔楼,10897,,20161023,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002094047.html
1,116,FS0002121761,海琴湾 3室2厅 105.37平米,中楼层(共8层) 2003年建塔楼,11009,,20161023,东北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002121761.html
1,148,FS0002195091,万科金色家园拥翠 2室2厅 90.14平米,中楼层(共24层) 2006年建塔楼,16419,房本满五年,20161129,南 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002195091.html
1,63,FS0002245894,丽苑小区 2室2厅 92平米,中楼层(共8层) 塔楼,6848,房本满五年,20161129,南 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002245894.html
1,132,FS0002242356,碧琴湾 3室2厅 112.38平米,中楼层(共11层) 2005年建塔楼,11746,,20161129,北 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002242356.html
1,70,FS0002189774,金威郦都 2室2厅 83.84平米,高楼层(共21层) 2012年建塔楼,8350,,20161107,西 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002189774.html
1,175,FS0002194714,碧水湾 3室2厅 127平米,高楼层(共11层) 2007年建塔楼,13780,,20161106,东北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002194714.html
1,55.5,FS0002186865,威斯广场峰景 2室1厅 75平米,中楼层(共22层) 2005年建塔楼,7400,房本满两年,20161105,北 | 简装,naihai,http://fs.lianjia.com/chengjiao/FS0002186865.html
1,60.5,FS0002129895,东江花苑 2室1厅 70平米,高楼层(共10层) 2009年建塔楼,8643,,20161104,北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002129895.html
1,109,FS0002249604,世纪名轩 3室2厅 131.89平米,低楼层(共19层) 2006年建塔楼,8265,房本满五年,20161129,东北 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002249604.html
1,58.8,FS0002069473,锦隆花园 2室2厅 58平米,中楼层(共13层) 2012年建塔楼,10138,房本满五年距广佛线普君北路905米,20161129,北 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002069473.html
1,38,FS0002186501,罗湖花园 3室2厅 77平米,高楼层(共8层) 2003年建塔楼,4936,,20161129,南 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002186501.html
1,37.2,FS0002186450,时代倾城 3室2厅 120平米,高楼层(共15层) 2016年建塔楼,3099,房本满五年,20161104,北 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002186450.html
1,91.5,FS0002163716,禅城恒福花园10号楼 3室2厅 102.55平米,中楼层(共8层) 2000年建塔楼,8923,房本满五年,20161104,北 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002163716.html
1,44.5,FS0002189002,东江花苑 1室1厅 55平米,高楼层(共10层) 2009年建塔楼,8091,,20161104,北 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002189002.html
1,144,FS0002008045,中海锦城国际花园3街 2室2厅 75.31平米,高楼层(共11层) 2015年建塔楼,19121,,20161129,东北 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002008045.html
1,100,FS0002235999,钻石苑 2室2厅 91.98平米,高楼层(共13层) 1999年建塔楼,10872,房本满两年,20161128,南 | 精装,naihai,http://fs.lianjia.com/chengjiao/FS0002235999.html
1,61,FS0002189792,金沙新城一街7号 3室2厅 94平米,高楼层(共7层) 2001年建塔楼,6490,,20161104,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0002189792.html
1,37.5,FS0001696801,保利香槟花园A区 1室1厅 40平米,中楼层(共16层) 2012年建塔楼,9375,,20161104,南 | 其他,naihai,http://fs.lianjia.com/chengjiao/FS0001696801.html
